PONumber,Quantity,Dollars,Freight,total_item_quantity,total_item_dollars,avg_receiving_delay
12523,2,35.42,0.18,46270,397417.91,10.069213905418103
12867,5789,36686.2,183.43,16263,27895.85,9.431372549019608
13018,703,4270.54,22.21,57,1037.07,6.8
12235,258,2592.08,11.92,258,2592.08,5.333333333333333
9738,21648,257338.55,1209.49,21648,257338.55,8.98650385604113
9285,99,1624.59,8.61,99,1624.5900000000001,5.357142857142857
11739,3014,59992.18,311.96,3014,59992.18,10.016326530612245
11581,277,2322.18,10.91,277,2322.18,8.142857142857142
13457,7959,57134.23,302.81,150,1626.48,10.11111111111111
11057,6997,51599.53,263.16,6997,51599.53,9.132352941176471
10032,3976,61942.99,278.74,3976,61942.99,9.916666666666666
13651,301,2709.49,14.9,1179,8397.34,5.09
12949,24,236.52,1.09,48,557.52,11.75
10526,3192,74055.66,385.09,3192,74055.66,5.114391143911439
9438,75,2163.99,11.25,75,2163.99,8.090909090909092
8425,85,927.27,4.45,85,927.27,9.75
9801,1358,9703.42,45.61,1358,9703.42,5.128205128205129
11747,8146,138243.08,691.22,8146,138243.08,10.032051282051283
10121,457,5457.01,26.74,457,5457.01,10.671875
10380,71,913.95,4.94,71,913.95,6.0
9732,12,263.88,1.35,12,263.88,11.0
8352,34,271.32,1.22,34,271.32,9.333333333333334
13011,8103,48078.51,216.35,6494,40135.13,5.996779388083736
10134,51,556.54,2.95,51,556.54,11.0
9062,12618,137129.12,699.36,12618,137129.12,7.174660633484163
11909,455,6290.39,34.6,455,6290.39,6.522388059701493
10129,58,786.59,4.01,58,786.59,10.928571428571429
12316,667,3990.35,20.75,366,5775.8,10.472222222222221
10098,33544,220368.1,1013.69,33544,220368.1,5.037775445960126
9933,12,64.32,0.3,12,64.32,9.0
9687,2562,23258.94,109.32,2562,23258.940000000002,7.22972972972973
12520,3850,25166.63,128.35,1173,15254.05,10.149532710280374
13280,726,5252.88,23.64,246,1859.1000000000001,8.0
12742,1656,11774.14,61.23,3800,34956.32,9.21264367816092
12312,126,1302.6,6.25,25279,317797.37,10.03298070939639
12771,127553,1409683.51,7753.26,907,9006.22,7.953846153846154
8364,74,902.01,4.78,74,902.01,6.5
8863,30,647.4,3.04,30,647.4,6.0
13114,433,3192.27,14.68,2669,25434.75,6.214723926380368
9264,64,1673.76,8.37,64,1673.76,7.1
10881,22,312.99,1.63,22,312.99,6.0
8954,354,3150.87,16.7,354,3150.87,8.424242424242424
12359,1259,5627.88,27.58,143,1182.05,7.583333333333333
10704,119,1664.46,9.15,119,1664.46,5.7272727272727275
11073,47,554.76,2.5,47,554.76,8.5
8240,384,5591.32,28.52,384,5591.32,8.264705882352942
8768,918,4373.09,21.87,918,4373.09,7.28125
8106,10100,137483.78,2935.2,10100,137483.78,12.61413043478261
12289,47,3268.7,14.71,47,3268.7000000000003,8.333333333333334
8544,6,116.4,0.62,6,116.4,7.0
8191,23,234.83,2.3,23,234.82999999999998,8.0
9035,27972,196885.44,905.67,27972,196885.44,9.05843137254902
10690,435,3642.55,18.94,435,3642.55,7.184210526315789
12490,1800,30459.07,146.2,21655,175433.45,6.019342359767892
9207,73,803.53,3.86,73,803.53,4.857142857142857
10639,3114,28975.47,147.77,3114,28975.47,10.263565891472869
8349,5868,39989.32,203.95,5868,39989.32,8.307909604519773
9236,1947,46108.69,235.15,1947,46108.69,9.213636363636363
10946,41266,282898.79,1386.2,41266,282898.79,9.136513157894736
11861,418,4656.86,21.89,418,4656.86,7.815789473684211
10473,24,464.88,2.56,24,464.88,8.5
11666,6,214.26,0.99,6,214.26,6.0
11525,60,516.72,2.74,60,516.72,10.0
10721,645,6086.64,30.43,645,6086.64,4.618181818181818
9739,2962,22653.42,101.94,2962,22653.42,9.419354838709678
13448,5519,39645.44,218.05,46,767.94,11.5
10429,580,5222.42,25.59,580,5222.42,10.290322580645162
10762,163,2276.4,10.7,163,2276.4,8.88888888888889
12957,396,2922.39,16.07,12,126.24,10.0
9450,12,114.24,0.56,12,114.24,9.0
11529,3835,48181.14,216.82,3835,48181.14,10.003952569169961
11899,148,1699.59,8.16,148,1699.59,7.3125
13262,9362,73835.16,376.56,168,2451.36,9.071428571428571
10454,5810,130175.27,650.88,5810,130175.27,9.11913357400722
10030,2396,22056.46,114.69,2396,22056.46,9.96629213483146
11605,19830,117300.12,586.5,19830,117300.12,7.15944055944056
9880,133,959.12,4.32,133,959.1200000000001,7.5
10858,162,1834.83,8.44,162,1834.83,6.37037037037037
13281,3459,36570.06,164.57,196,2567.0499999999997,8.384615384615385
10607,605,7480.58,41.14,605,7480.58,6.217391304347826
12089,342,2861.44,15.74,342,2861.44,8.285714285714286
12829,81,2458.26,12.54,64,1418.68,10.454545454545455
9531,82,1658.19,8.46,82,1658.19,10.363636363636363
12380,12,105.06,0.49,63,1384.8300000000002,5.909090909090909
10230,32,475.44,2.61,32,475.44,9.6
9224,75,1623.39,7.47,75,1623.39,10.4
13075,812,8680.63,46.01,232,1637.8100000000002,8.421052631578947
8347,286,2979.43,14.9,286,2979.43,7.916666666666667
8183,379,4443.66,133.83,379,4443.66,8.642857142857142
9762,24,511.68,2.61,24,511.68,7.25
11392,3697,37158.46,193.22,3697,37158.46,7.498069498069498
11699,60,366.84,1.8,60,366.84000000000003,6.4
12816,33109,217893.33,1089.47,54523,496047.12,5.127453852915324
8294,227,1757.16,8.79,227,1757.16,5.5
9414,74,5803.08,30.18,74,5803.08,9.0
10062,3559,26536.95,140.65,3559,26536.95,7.9491525423728815
13051,217,4047.79,19.43,1550,23453.95,9.572769953051644
13084,189,1502.73,7.21,89252,805480.52,7.419595066325344
10196,1282,11350.79,62.43,1282,11350.79,6.323353293413174
12645,13560,116801.66,619.05,84,1103.28,9.1
11152,351,2938.76,14.4,351,2938.7599999999998,9.823529411764707
12929,270,2622.32,12.85,175,5499.18,9.758620689655173
11465,4372,38406.97,211.24,4372,38406.97,8.25
13037,446,4308.56,19.39,107,963.16,11.555555555555555
10916,252,1109.96,5.33,252,1109.96,6.083333333333333
9099,60,684.0,3.76,60,684.0,4.6
9809,101,1410.35,6.91,101,1410.35,4.666666666666667
12725,1075,8191.37,44.23,7351,55914.22,9.913793103448276
8495,36,317.64,1.59,36,317.64,5.0
11393,123,827.36,3.81,123,827.36,7.384615384615385
10260,117416,1219948.49,6709.72,117416,1219948.49,8.035603715170279
12250,191,2564.27,12.82,191,2564.27,5.454545454545454
12718,30844,236332.59,1276.2,291,1780.92,5.076923076923077
8693,2702,29096.67,139.66,2702,29096.670000000002,4.971698113207547
8117,46,364.06,9.27,46,364.06,12.0
8767,63,571.5,2.8,63,571.5,6.714285714285714
8460,6,129.48,0.7,6,129.48,8.0
10885,5636,85185.11,460.0,5636,85185.11,6.20952380952381
9344,129,1090.8,5.45,129,1090.8,9.272727272727273
12830,1708,25679.89,115.56,1708,25679.89,10.027522935779816
10160,523,6827.15,33.45,523,6827.15,8.012195121951219
12581,46270,397417.91,1788.38,748,8873.88,5.875
11778,7137,57645.01,265.17,7137,57645.01,8.016369047619047
12262,573,4090.83,20.86,573,4090.83,8.235294117647058
10962,11054,97273.18,525.28,11054,97273.18,8.119804400977996
12363,298,10196.13,46.9,1436,11480.91,8.238095238095237
10405,5427,88894.62,408.92,5427,88894.62,6.016528925619835
10421,6884,50155.13,270.84,6884,50155.13,5.014729950900164
10390,24,206.4,1.11,24,206.4,6.0
9893,413,5425.07,24.96,413,5425.07,5.782608695652174
10029,249,2982.82,15.51,249,2982.8199999999997,10.666666666666666
12931,23501,356155.13,1638.31,3810,32212.22,10.063271604938272
11264,63,1379.11,6.21,63,1379.1100000000001,8.636363636363637
10472,1283,10663.92,55.45,1283,10663.92,7.216494845360825
8659,55209,470641.25,2447.33,55209,470641.25,7.013032145960035
12035,379,3173.67,17.46,379,3173.67,5.290322580645161
13283,4786,11468.75,53.9,11,273.44,8.5
12751,185,2273.81,11.6,96,835.6800000000001,9.285714285714286
11280,12,100.26,0.47,12,100.25999999999999,8.5
12275,96,1025.11,5.23,96,1025.11,8.071428571428571
10075,114,1235.94,6.18,114,1235.94,6.909090909090909
8755,236,1045.08,5.75,236,1045.08,8.733333333333333
12307,6,119.94,0.54,6,119.94,8.0
8753,33,235.62,1.25,33,235.62,8.333333333333334
12926,112,2063.17,11.14,4871,91235.95,5.055785123966942
9981,60,344.4,1.79,60,344.40000000000003,7.0
11400,534,7127.26,37.06,534,7127.26,6.0227272727272725
8338,265,3891.24,20.62,265,3891.2400000000002,9.0
9904,112194,1041834.26,4792.44,112194,1041834.26,5.102682313495389
11114,26334,210638.01,1116.38,26334,210638.01,5.2318900915903415
12611,7192,60898.88,310.58,10043,69981.33,5.1644736842105265
9033,147,1377.87,6.61,147,1377.8700000000001,9.095238095238095
13523,31536,272715.19,1472.66,58,1241.7,7.111111111111111
8820,8135,58145.02,273.28,8135,58145.02,10.037678207739308
10033,18,383.76,1.88,18,383.76,8.333333333333334
12148,758,6262.87,33.82,758,6262.87,10.397058823529411
12025,23219,200556.68,942.62,23219,200556.68,5.1132323897300855
12257,219,748.02,3.74,219,748.02,8.125
11937,273,2112.88,10.78,273,2112.88,5.826086956521739
12452,12,52.08,0.27,3008,27167.76,9.302222222222222
10640,4598,66834.93,300.76,4598,66834.93,9.894505494505495
12283,161,1189.26,5.47,161,1189.26,8.19047619047619
11172,2494,78409.74,368.53,2494,78409.74,7.28125
11695,25557,192619.43,982.36,25557,192619.43,7.034464189553042
10924,1029,11784.85,54.21,1029,11784.85,10.008333333333333
11553,208,2451.88,13.24,208,2451.88,8.88888888888889
8276,42400,458222.53,2336.93,42400,458222.53,5.723688606749081
10305,48,1044.48,5.01,48,1044.48,5.5
10277,121,2008.49,9.64,121,2008.49,7.388888888888889
11305,330,4068.57,22.38,330,4068.57,6.88
12728,1037,10259.18,56.43,6284,45908.1,10.076923076923077
13057,35,289.45,1.42,446,4308.56,9.073170731707316
12332,8983,65056.55,305.77,12,105.06,8.0
12510,132,1195.06,5.98,11642,125869.47,4.965753424657534
9457,60,527.76,2.74,60,527.76,8.8
10172,1552,11654.98,64.1,1552,11654.98,8.01129943502825
12662,269,2529.36,13.15,48,352.95000000000005,8.0
10558,9945,71590.49,357.95,9945,71590.49,9.102763385146805
9510,175,1327.16,6.5,175,1327.16,5.0625
9497,5054,40328.61,205.68,5054,40328.61,6.001766784452297
10246,1136,8141.14,44.78,1136,8141.14,8.79
12658,232,2716.9,13.58,232,2716.9,8.2
10259,446,4294.02,19.75,446,4294.02,8.36111111111111
12746,363,2734.09,14.22,31929,461855.78,8.108630054315027
12049,8311,69968.06,335.85,8311,69968.06,10.123693379790941
9402,848,12692.19,68.54,848,12692.19,5.2109375
11335,253,3573.08,18.58,253,3573.08,10.058823529411764
11469,126,1768.84,8.31,126,1768.84,8.166666666666666
11001,2951,45032.39,207.15,2951,45032.39,5.0993589743589745
12873,10607,82907.63,381.38,112,2063.17,7.9
9962,140,1466.84,6.89,140,1466.84,8.0
11195,8288,58685.05,269.95,8288,58685.05,6.050651230101303
8518,17,374.85,1.99,17,374.85,10.333333333333334
8314,60,515.76,2.58,60,515.76,10.4
9147,36,750.12,3.53,36,750.12,8.5
10078,7175,43551.11,200.34,7175,43551.11,6.935483870967742
12481,530,6447.9,30.31,6494,81354.85,6.836322869955157
12067,635,6198.95,31.61,635,6198.95,9.333333333333334
8886,2216,24131.17,132.72,2216,24131.17,6.534562211981567
10303,10424,64330.08,315.22,10424,64330.08,6.301498127340824
12711,12,124.56,0.59,65533,660216.52,5.0637958532695375
8773,60,1162.2,6.04,60,1162.2,7.75
8366,19874,143691.8,689.72,19874,143691.8,6.928913192071087
9702,24,516.72,2.79,24,516.72,4.5
11587,165,2269.45,12.03,165,2269.45,7.0
10216,179,1321.7,6.08,179,1321.7,4.333333333333333
10004,175,2873.57,14.94,175,2873.57,5.384615384615385
13241,635,6163.61,27.74,72,634.08,10.833333333333334
12677,5406,41885.2,201.05,468,2796.5699999999997,6.75
8900,779,32945.29,148.25,779,32945.29,5.044642857142857
13036,12,258.96,1.35,4338,35539.85,10.382165605095542
13286,106,833.84,4.17,15915,201858.24,8.17076808351976
10193,38207,386950.89,1973.45,38207,386950.89,6.573076923076923
12297,12,85.68,0.39,12,85.68,8.0
12928,115,1871.05,9.17,5,30.8,12.0
10843,12,225.48,1.01,12,225.48,6.0
13104,5026,108140.5,529.89,8862,71829.42,6.5630885122410545
9575,72,1013.22,5.07,72,1013.22,6.75
9730,12,94.68,0.46,12,94.68,11.0
10875,16571,165980.89,896.3,16571,165980.89,6.256678281068525
10116,30,906.24,4.17,30,906.24,10.8
12719,77,842.85,4.13,12,60.72,6.0
12813,12,52.08,0.24,79,847.07,5.857142857142857
8499,119,2042.23,9.39,119,2042.23,10.0
8533,48,419.64,1.93,48,419.64,8.25
13067,140,1991.8,10.36,71,1513.72,8.166666666666666
10265,110,1504.76,7.22,110,1504.76,7.8
9771,12,258.96,1.17,12,258.96,6.5
13228,1,13.51,0.06,24,252.48,6.0
12921,6806,62850.62,320.54,60,960.36,5.8
12040,20000,236103.42,1133.3,20000,236103.42,10.017205781142463
12277,704,6050.76,30.25,704,6050.76,8.294117647058824
8312,108,1153.2,6.34,108,1153.2,10.333333333333334
10308,18502,112325.16,505.46,18502,112325.16,6.190697674418605
11266,475,6524.53,29.36,475,6524.53,8.532467532467532
12615,3212,26258.33,141.79,48,1090.8,6.0
9957,66,1033.98,4.96,66,1033.98,8.0
13151,72,533.4,2.56,12,73.92,7.0
8979,6,214.26,1.11,6,214.26,5.0
10929,11972,86004.91,404.22,11972,86004.91,10.200617283950617
8151,1321,12039.71,398.71,1321,12039.71,9.576470588235294
10043,4521,32626.53,179.45,4521,32626.53,10.522727272727273
10007,45587,426994.13,1964.17,45587,426994.13,5.082975679542203
12870,54,1030.32,5.25,1446,12992.81,8.290697674418604
8334,2828,18929.16,87.07,2828,18929.16,9.275590551181102
12572,12,81.6,0.44,3548,45596.479999999996,6.669950738916256
13120,48,632.16,3.1,252,2898.48,4.0
9665,166,1389.15,7.64,166,1389.1499999999999,9.285714285714286
11055,41,602.7,2.95,41,602.7,10.142857142857142
9037,656,6646.77,31.9,656,6646.7699999999995,9.073529411764707
13053,6,214.26,1.16,1898,21578.82,9.470149253731343
10576,12,156.12,0.84,12,156.12,9.0
11892,698,9001.38,45.91,698,9001.380000000001,6.990825688073395
13016,1478,44558.21,222.79,691,4973.44,5.253333333333333
12255,833,4195.83,18.88,833,4195.83,8.285714285714286
10898,387,4207.65,19.36,387,4207.65,6.162790697674419
8641,254,1215.04,5.47,254,1215.04,7.533333333333333
10864,9402,87604.93,464.31,9402,87604.93000000001,6.210958904109589
13047,48,1028.16,5.24,36,407.28,10.75
13211,4450,47184.87,245.36,160,1340.46,6.0
9235,2854,22288.34,106.98,2854,22288.34,9.189944134078212
12530,1645,15475.42,74.28,3212,26258.33,10.193103448275862
8715,3989,57699.69,265.42,3989,57699.69,10.034246575342467
11125,2022,6500.99,31.2,2022,6500.99,9.93525179856115
8413,12,114.24,0.57,12,114.24,12.0
11007,70,624.18,2.93,70,624.1800000000001,5.0
10902,696,7722.04,41.7,696,7722.04,6.274193548387097
9440,27707,376231.43,2069.27,27707,376231.43,8.934326710816777
8512,33,127.05,0.58,33,127.05000000000001,10.0
10750,6461,49458.19,267.07,6461,49458.19,9.462745098039216
11431,34596,231400.99,1087.58,34596,231400.99,10.07166921898928
11752,1254,41166.15,218.18,1254,41166.15,8.972222222222221
9490,189,3120.81,14.67,189,3120.81,7.03125
11698,1473,12966.02,58.35,1473,12966.02,7.090361445783133
13115,2584,80318.66,361.43,31,668.83,7.0
11470,3324,31734.13,145.98,3324,31734.13,8.153846153846153
9364,162,1155.51,5.55,162,1155.51,7.384615384615385
11538,1940,8834.69,47.71,1940,8834.69,10.177083333333334
9401,6257,51255.14,235.77,6257,51255.14,5.039501039501039
13498,82,1334.14,6.0,7384,59398.82,8.253313696612667
12468,4392,28481.9,148.11,6,129.48,8.0
11374,9186,67633.94,338.17,9186,67633.94,8.393980848153214
11049,154,1273.62,5.99,154,1273.6200000000001,9.25
12294,351,3229.53,17.76,351,3229.53,8.304347826086957
12945,107,821.37,4.19,70,1499.74,11.0
9940,12,104.4,0.51,12,104.4,11.0
13266,1249,11473.1,52.78,5552,107545.97,9.098330241187384
13507,564,4408.42,22.04,120,1064.64,7.0
10272,6,470.52,2.59,6,470.52,9.0
8216,30388,236369.61,1134.57,30388,236369.61,9.786352941176471
9102,48,382.32,1.87,48,382.32,4.75
8967,856,26214.27,136.31,856,26214.27,7.049180327868853
13190,116491,1319062.86,6331.5,569,6034.94,7.0638297872340425
9627,12,99.24,0.54,12,99.24,8.0
9332,1395,10713.13,52.49,1395,10713.13,9.117647058823529
8678,3934,30340.16,148.67,3934,30340.16,5.9939024390243905
12411,2001,16028.86,86.56,3417,31228.579999999998,5.133079847908745
10053,105,861.39,4.65,105,861.39,8.0
11218,30632,224134.2,1075.84,30632,224134.2,5.1742640075973405
10060,6576,44438.19,204.42,6576,44438.19,7.806910569105691
9443,33,470.97,2.26,33,470.97,8.0
9015,235,4230.72,23.27,235,4230.72,5.342105263157895
13123,927,6961.34,36.2,12,120.72,9.0
8597,122,1692.88,9.31,122,1692.8799999999999,5.478260869565218
13277,2771,33454.4,153.89,2153,12942.39,8.1875
11789,185,2693.5,14.54,185,2693.5,8.11111111111111
13236,284,2317.57,12.75,11222,105099.38,4.69392523364486
12970,982,18937.82,100.37,93,2049.12,9.375
12879,770,14956.3,82.26,48,799.68,8.0
12354,319,1952.28,9.37,23,490.36,7.5
11668,19450,235097.07,1269.52,19450,235097.07,8.035555555555556
12253,1,11.19,0.05,1,11.19,8.0
11651,5103,34633.74,169.71,5103,34633.74,9.985994397759104
8844,140,2340.04,11.7,140,2340.04,8.473684210526315
12305,48,337.97,1.62,48,337.97,8.166666666666666
10413,12,52.08,0.29,12,52.08,5.0
11072,2114,14605.6,78.87,2114,14605.6,8.180232558139535
9953,8542,86367.93,449.11,8542,86367.93,8.129896907216494
11579,108,2345.04,11.02,108,2345.04,8.857142857142858
11226,8641,69945.07,321.75,8641,69945.07,10.259887005649718
9987,3119,42862.36,222.88,3119,42862.36,5.666666666666667
9266,84,592.68,3.26,84,592.68,6.571428571428571
9478,709,10315.3,55.7,709,10315.3,6.974137931034483
12506,5238,34900.01,188.46,36,318.72,5.0
8635,306,3887.14,18.27,306,3887.1400000000003,9.0
9795,198,1657.7,8.95,198,1657.7,6.823529411764706
8652,60,530.88,2.76,60,530.88,9.0
13170,1795,25942.04,119.33,11279,126078.57,7.72934472934473
9941,18445,30002.72,135.01,18445,30002.72,9.687074829931973
9445,19693,228876.57,1258.82,19693,228876.57,8.951378809869375
11858,48,467.04,2.34,48,467.04,8.0
10458,9603,97468.39,458.1,9603,97468.39,9.060055865921788
11396,308,4722.86,23.61,308,4722.86,6.551724137931035
9645,250,1510.66,7.25,250,1510.66,9.4375
9333,12,199.92,1.1,12,199.92,8.0
10805,95,1264.35,6.95,95,1264.3500000000001,5.583333333333333
11044,19967,243271.98,1167.71,19967,243271.98,10.324626865671641
9275,78,1829.14,8.23,78,1829.1399999999999,7.0
9680,4151,30726.99,150.56,4151,30726.99,7.158415841584159
11379,12,156.12,0.86,12,156.12,7.0
11492,4710,33530.84,160.95,4710,33530.84,5.661341853035144
10633,31303,210502.49,1115.66,31303,210502.49,10.009014609884986
9092,125,1909.36,10.12,125,1909.3600000000001,6.055555555555555
12999,119,1864.45,8.39,161,2211.4,6.961538461538462
12476,153,2492.21,12.21,33191,295260.21,6.9743465634075505
8829,596,3445.73,15.51,596,3445.73,8.961538461538462
9267,66,1046.34,5.02,66,1046.34,7.090909090909091
13258,116065,1049079.36,4720.86,218,1865.06,9.1
11377,7028,44679.3,227.86,7028,44679.3,8.239831697054699
11084,13265,88793.21,479.48,13265,88793.21,8.566718995290424
10301,6798,143212.24,759.02,6798,143212.24,6.068661971830986
9158,50,974.64,4.97,50,974.64,7.666666666666667
10797,6,214.26,1.05,6,214.26,4.0
9270,956,7928.7,40.44,956,7928.7,7.15
11326,1342,6524.01,32.62,1342,6524.01,10.305084745762711
11796,46146,324355.01,1589.34,46146,324355.01,7.08133824432167
11098,36,312.48,1.5,36,312.48,6.333333333333333
12574,1436,9792.69,48.96,2374,31165.25,6.984536082474227
11301,24,193.32,0.95,24,193.32,6.5
13044,707,9321.92,41.95,60,441.48,11.2
8297,264,3771.17,19.61,264,3771.17,4.511111111111111
11722,2285,56019.14,302.5,2285,56019.14,4.900473933649289
13111,43327,421205.27,2063.91,189,1502.73,7.333333333333333
10901,2765,21841.8,98.29,2765,21841.8,6.32
8845,265,2838.08,15.33,265,2838.08,9.15625
9970,1682,12660.36,62.04,1682,12660.36,6.901408450704225
10628,54,681.78,3.07,54,681.78,4.857142857142857
12422,33191,295260.21,1476.3,618,3671.0,9.518518518518519
12290,415,2617.32,11.78,415,2617.32,8.1
8549,921,7765.25,39.6,921,7765.25,7.744897959183674
13502,24,189.36,0.95,369,2914.63,8.272727272727273
12575,726,7365.09,33.88,469,3332.73,7.073170731707317
9485,6885,49487.7,262.28,6885,49487.7,7.020383693045564
13181,413,3095.51,15.79,36,566.64,7.0
8720,7237,54481.65,277.86,7237,54481.65,8.961187214611872
12062,128,1332.62,6.8,128,1332.62,8.071428571428571
13130,577,6520.44,29.34,6041,38258.14,5.544715447154472
11046,136,4019.66,20.9,136,4019.66,9.214285714285714
10448,49320,342020.62,1539.09,49320,342020.62,9.043065693430657
11889,3882,43543.31,230.78,3882,43543.31,7.190476190476191
11569,59,477.61,2.58,59,477.61,7.666666666666667
11941,5225,44152.72,216.35,5225,44152.72,10.098039215686274
12179,267,2117.4,11.22,267,2117.4,9.75
13148,72,722.16,3.68,1,105.07,10.0
10296,2543,25507.27,137.74,2543,25507.27,6.126984126984127
9664,94,1409.76,6.91,94,1409.76,8.5
12243,7049,176327.58,846.37,7049,176327.58,5.308917197452229
9249,161,1436.52,7.76,161,1436.52,8.642857142857142
10905,983,14550.88,65.48,983,14550.88,6.164835164835165
11104,524,3819.66,20.63,524,3819.66,7.0625
10612,118,1249.23,6.12,118,1249.23,6.333333333333333
11596,12648,101836.95,458.27,12648,101836.95,7.12938331318017
8738,8,115.04,0.54,8,115.04,11.0
11000,3792,26817.92,147.5,3792,26817.92,5.180851063829787
11466,70,2225.45,11.13,70,2225.45,8.615384615384615
8881,66,928.62,4.27,66,928.62,6.3076923076923075
8501,50,546.56,2.46,50,546.56,10.833333333333334
11268,3017,32342.89,152.01,3017,32342.89,8.106060606060606
9674,281,2503.56,13.02,281,2503.56,6.916666666666667
8968,268,3911.98,19.17,268,3911.98,7.083333333333333
11401,8773,59095.99,265.93,8773,59095.99,6.335753176043557
12048,210,6490.62,34.4,210,6490.62,8.942857142857143
8798,48,386.64,2.01,48,386.64,3.75
8238,36991,238980.15,1194.9,36991,238980.15,7.807880169325952
8577,193,1664.43,9.15,193,1664.43,6.896551724137931
11178,222,1677.03,8.72,222,1677.03,6.421052631578948
9751,27479,178492.84,856.77,27479,178492.84,8.106328182487124
13563,1179,8397.34,41.99,10973,69213.17,9.963133640552995
12304,6,51.6,0.26,6,51.6,8.0
11022,215,3006.78,15.94,215,3006.7799999999997,4.7894736842105265
13328,10361,106584.08,522.26,666,8188.150000000001,5.12
10198,4616,62563.59,344.1,4616,62563.59,6.296116504854369
8909,212,1582.09,7.91,212,1582.0900000000001,5.588235294117647
10653,14,111.05,0.52,14,111.05,7.0
12047,42077,467988.27,2573.94,42077,467988.27,9.956115779645192
11453,350,4426.87,20.81,350,4426.87,9.26086956521739
12188,5,107.1,0.52,5,107.1,9.0
10585,54,605.02,3.03,54,605.02,7.166666666666667
12428,30,304.38,1.37,518,7476.53,9.301587301587302
9125,3064,22442.92,109.97,3064,22442.920000000002,9.986577181208053
12038,938,9020.42,43.3,938,9020.42,4.842105263157895
11559,128,1243.49,6.09,128,1243.49,9.0
10857,331,9796.34,44.08,331,9796.34,6.25
13177,55538,529167.68,2857.51,1839,9289.23,7.669724770642202
12074,3,23.61,0.13,3,23.61,8.0
9663,8483,62883.7,282.98,8483,62883.7,8.15929203539823
10601,24,345.84,1.87,24,345.84,6.0
11863,86,755.22,3.7,86,755.22,7.375
13323,40378,251618.9,1232.93,862,8644.48,4.989130434782608
9734,5192,33331.61,169.99,5192,33331.61,10.157618213660244
8955,225,3206.09,17.31,225,3206.0899999999997,8.054054054054054
11639,1,21.58,0.11,1,21.58,12.0
8994,6231,114517.43,515.33,6231,114517.43,6.2601279317697225
12649,24674,337510.37,1721.3,1066,19972.18,9.375
8488,151,2172.47,10.86,151,2172.47,5.038461538461538
10926,231,3786.58,17.8,231,3786.58,9.545454545454545
11222,34,757.59,3.56,34,757.5899999999999,7.0
12753,3557,27983.84,151.11,110,1669.92,8.083333333333334
9424,61,545.96,2.89,61,545.96,10.833333333333334
9199,81147,676529.18,3044.38,81147,676529.18,5.016085790884718
10920,1162,8116.18,44.64,1162,8116.18,10.380434782608695
9769,24,241.44,1.3,24,241.44,7.0
10545,8979,76536.38,344.41,8979,76536.38,10.103975535168196
11905,2054,30109.48,144.53,2054,30109.48,5.996226415094339
11367,27206,222493.13,1223.71,27206,222493.13,8.232813159004639
13242,3724,31390.37,150.67,142,3776.74,10.578947368421053
10181,19594,132961.14,731.29,19594,132961.14,7.2926829268292686
12610,9646,87332.03,480.33,88,1165.44,5.230769230769231
13510,7467,83415.13,450.44,5656,52546.090000000004,7.126086956521739
9805,59,459.89,2.53,59,459.89,6.4
12775,110,1669.92,8.68,2044,31008.9,7.045
10541,2365,48944.81,225.15,2365,48944.81,10.016949152542374
10387,9833,63061.02,283.77,9833,63061.02,7.1643109540636045
11102,31,384.4,2.11,31,384.40000000000003,5.833333333333333
13373,24,311.52,1.71,82,1290.6799999999998,9.8
11175,15233,26093.01,117.42,15233,26093.01,7.858895705521473
13142,126,1976.52,9.09,248,4083.11,9.238095238095237
10295,47442,456745.83,2375.08,47442,456745.83,6.108881754949171
13154,11222,105099.38,483.46,8297,62821.48,8.696335078534032
11265,194,5999.14,31.2,194,5999.14,8.114285714285714
13417,845,9782.91,53.81,1419,11217.99,6.563953488372093
12149,118819,1038996.71,4883.28,118819,1038996.71,10.184132292827945
11450,9551,69971.92,321.87,9551,69971.92,9.055625790139064
10863,24,195.44,0.92,24,195.44,6.666666666666667
13150,8724,92278.61,470.62,4409,33511.87,8.56353591160221
11582,559,6723.06,36.98,559,6723.06,8.0
9781,113,778.48,3.81,113,778.48,8.25
12369,10950,138366.93,733.34,111132,1006682.3,6.914634146341464
11229,202,2189.03,9.85,202,2189.0299999999997,10.294117647058824
10408,10105,61506.82,282.93,10105,61506.82,6.097674418604651
8631,47,912.92,4.29,47,912.92,9.428571428571429
9529,108,1509.48,8.0,108,1509.48,9.473684210526315
12924,18453,261998.06,1231.39,27,590.77,5.8
12198,5040,36521.16,178.95,5040,36521.16,7.271062271062271
11479,121,801.72,4.33,121,801.72,6.875
13119,120,1260.41,5.8,114,3467.19,5.285714285714286
12697,87,691.38,3.8,29603,248197.59,6.143505903723887
11813,511,4036.55,18.16,511,4036.55,5.052631578947368
8667,4638,32527.28,159.38,4638,32527.280000000002,7.005154639175258
10943,73861,804864.5,4024.32,73861,804864.5,9.105195362816659
8679,920,28830.68,129.74,920,28830.68,6.116666666666666
12900,2439,26959.69,145.58,227,1625.5900000000001,6.411764705882353
9209,8410,53093.04,276.08,8410,53093.04,5.063091482649842
9727,2569,61950.03,322.14,2569,61950.03,10.028688524590164
9198,383,4162.53,22.06,383,4162.53,4.827586206896552
10101,9208,101443.64,507.22,9208,101443.64,5.259467040673211
9221,5862,41486.04,207.43,5862,41486.04,10.08141962421712
